index	#1 Label	#2 ImageID	#3 String	#3 String.1
2346	1	"The image captures a lively sports event with a fan prominently displaying a sign that reads ""QUINN BLEAUXS."" The fan, with purple face paint, is holding the sign aloft, indicating support for a player named Quinn. The surrounding crowd, dressed in team colors, appears engaged and enthusiastic, with some fans wearing jerseys and others holding signs. The atmosphere is one of excitement and camaraderie, typical of a sports game."	RT @ NDatRivals : Little to laugh about during the $T$ against LSU after the ' 06 season , but this sign did it for me .	Sugar Bowl
2347	1	"The image captures a lively sports event with a fan prominently displaying a sign that reads ""QUINN BLEAUXS."" The fan, with purple face paint, is holding the sign aloft, indicating support for a player named Quinn. The surrounding crowd, dressed in team colors, appears engaged and enthusiastic, with some fans wearing jerseys and others holding signs. The atmosphere is one of excitement and camaraderie, typical of a sports game."	RT @ NDatRivals : Little to laugh about during the Sugar Bowl against $T$ after the ' 06 season , but this sign did it for me .	LSU
2348	0	The image shows a person in a formal setting, holding an award and standing in front of a microphone. The individual appears to be expressing gratitude or acceptance, with a slight smile and a confident posture. The background is blurred, focusing attention on the person and the award.	RT @ SportsCenter : We are heartbroken to report that $T$ has died after a long fight with cancer . He was 49 .	Stuart Scott
2349	2	"The image captures a lively gathering of people in a casual dining setting. The group appears to be enjoying a social event, with many smiling and engaged in conversation. The atmosphere is convivial, with people sitting at tables, some standing, and others in the background. The setting is a restaurant with a modern, welcoming decor, featuring large windows and a sign that reads, ""Food Is Essential To Life, Therefore, Make It Good."" The overall mood is one of happiness and camaraderie."	$T$ @ chickfila wanted to bless us amp give our staff a free lunch today ! A special time of fun , family amp good food !	Frisco
2350	2	The image depicts a group of people in an industrial or workshop setting. A man in a light blue shirt is speaking, gesturing with his hands. The group appears to be engaged and attentive, with some individuals looking at the speaker and others conversing among themselves. The environment is casual and informal, with various items and equipment visible in the background.	RT @ SSEAusPru : @ SSEAusPru : Totally inspirational $T$ # socent tour ! @ SSEAusPru @ BT Financial # socialincubator	Tony Sharp
2351	2	The image depicts a group of people in an industrial or workshop setting. A man in a light blue shirt is speaking, gesturing with his hands. The group appears to be engaged and attentive, with some individuals looking at the speaker and others conversing among themselves. The environment is casual and informal, with various items and equipment visible in the background.	RT @ SSEAusPru : @ SSEAusPru : Totally inspirational Tony Sharp $T$ tour ! @ SSEAusPru @ BT Financial # socialincubator	# socent
2352	1	The image depicts a spacecraft, likely a space probe, hovering above a barren, rocky surface with a distant star shining brightly in the background. The spacecraft appears to be in a state of exploration or observation, with its instruments and antennas poised for data collection. The scene evokes a sense of curiosity and wonder, as it captures the vastness and mystery of space.	Watch Live : $T$ marks closest approach by first spacecraft to explore Pluto .	NASA
2353	1	The image depicts a spacecraft, likely a space probe, hovering above a barren, rocky surface with a distant star shining brightly in the background. The spacecraft appears to be in a state of exploration or observation, with its instruments and antennas poised for data collection. The scene evokes a sense of curiosity and wonder, as it captures the vastness and mystery of space.	Watch Live : NASA marks closest approach by first spacecraft to explore $T$ .	Pluto
2354	2	The image captures a moment of relief and joy on the soccer field. A goalkeeper, wearing a green jersey, stands with a broad smile, his hands raised in a gesture of triumph. Nearby, a player in a blue jersey is lying on the ground, possibly injured, while another player in a white jersey looks on. The background is filled with a crowd of spectators, adding to the atmosphere of excitement and celebration.	RT @ strombone1 : $T$ is out today ? GUYS I GOT THIS ! ! !	Buffon
2355	1	"The image captures a group of people gathered for a group photo. They are standing and sitting in front of a banner that reads ""Annie's List."" The expressions range from smiles to neutral, indicating a positive and organized event. The setting appears to be indoors, possibly at a conference or meeting."	RT @ vote4ina : $T$ future leaders ! @ AnniesListTX	San Antonio
2356	2	"The image displays a chart comparing the performance of various smartphones using the AnTuTu benchmark. The chart shows the results, with ""Higher is better"" written at the top. The Samsung Galaxy S6/S6 edge has the highest score at 68896, followed by the HTC One M9 at 57422, and so on, down to the LG G3 at 42038. The chart is sorted by value, with the option to sort by label as well."	$T$ is just . . . wow !	Galaxy S6
2357	1	"The image contains a text that reads ""LAST-MINUTE PREDICTIONS (OR: PRETTY SURE I WAS WRONG)"". Below this, there is a paragraph of text that discusses the possibility of an iPad Pro event happening tomorrow, despite the consensus being that there will only be one Apple event this fall. The text is dated Wednesday, 9 September 2015."	RT @ ArronHirst : $T$ retracts : # iPadPro	Gruber
2358	1	The image features a single pencil with a freshly sharpened point, lying diagonally across a plain white surface. The pencil's wooden body is a warm, earthy shade, and the sharp tip is dark, indicating it's ready for use. The simplicity of the scene evokes a sense of readiness and anticipation, as if the pencil is poised to begin a new task or project.	Be not simply good be good for something . - $T$ . . .	Henry David Thoreau
2359	1	The image depicts a cozy, modern library or reading area with orange cushions and a sign welcoming visitors. The shelves are filled with books, creating a warm and inviting atmosphere. The walls are covered in recycled paper, adding an eco-friendly touch to the space. The overall mood is one of comfort and intellectual stimulation, encouraging reading and learning.	Tof ! Door gastspreker $T$ geselecteerde boeken over innovatie in @ dekennismakerij # spz013 # kennisdelen	Matthieu Weggeman
2360	1	The image captures a serene night scene of a city skyline reflected in calm waters. The city lights create a warm, inviting glow, contrasting with the dark sky. The reflection in the water adds a sense of tranquility and symmetry to the scene. The overall atmosphere is peaceful and reflective, evoking a feeling of calmness and admiration for the city's architecture.	Some businesses have been hit by the cold weather at night , but $T$ outlets are doing well .	Karak
